Date,Country,City,Specie,count,min,max,median,variance
04-04-2020,IN,Delhi,co,844,0.1,85.9,5.5,328.09
15-02-2020,IN,Delhi,co,862,0.1,44,8.2,338.04
17-03-2020,IN,Delhi,co,829,0.1,67.8,7.8,861.62
25-03-2020,IN,Delhi,co,758,0.2,81.4,5.8,388.27
26-03-2020,IN,Delhi,co,766,0.3,84.6,5.3,362.76
22-04-2020,IN,Delhi,co,775,0.2,86.1,6.9,288.14
18-03-2020,IN,Delhi,co,811,0.1,85.9,8.4,477.12
09-04-2020,IN,Delhi,co,849,0.1,81.2,5.5,255.12
03-06-2020,IN,Delhi,co,898,0.1,81.3,7.3,340.05
12-06-2020,IN,Delhi,co,862,0.1,86,8.2,387.18
30-06-2020,IN,Delhi,co,732,0.1,84.2,6.9,486.74
23-01-2020,IN,Delhi,co,793,0.1,38,8,317.67
12-02-2020,IN,Delhi,co,884,0.1,44.8,11.1,414.76
29-02-2020,IN,Delhi,co,862,0.1,63,6.7,212.38
19-07-2020,IN,Delhi,co,405,0.1,85.5,6.7,705.72
21-03-2020,IN,Delhi,co,875,0.2,86,8,765.37
27-03-2020,IN,Delhi,co,784,0.1,30.6,4.5,202.71
26-04-2020,IN,Delhi,co,798,0.1,66,6.2,312.17
29-04-2020,IN,Delhi,co,741,0.1,64.9,7,515.77
20-05-2020,IN,Delhi,co,865,0.1,100.5,7.5,526.19
01-01-2020,IN,Delhi,co,864,0.1,148.2,22.6,5743.53
05-01-2020,IN,Delhi,co,808,0.1,38.7,11.3,475.75
26-02-2020,IN,Delhi,co,825,0.1,60.6,13.1,667.97
08-07-2020,IN,Delhi,co,901,0.1,86.4,6.6,381.48
06-04-2020,IN,Delhi,co,840,0.1,36.9,7.2,250.05
09-05-2020,IN,Delhi,co,833,0.1,84.2,6.6,339.25
02-07-2020,IN,Delhi,co,908,0.1,38.1,7.6,196.8
17-04-2020,IN,Delhi,co,707,0.1,84.4,4.9,239.92
02-05-2020,IN,Delhi,co,760,0.1,84.2,6.2,394.11
04-06-2020,IN,Delhi,co,936,0.1,79.1,8.4,391.42
13-02-2020,IN,Delhi,co,882,0.1,84.9,7.8,335.46
20-02-2020,IN,Delhi,co,877,0.1,60.6,9.2,226.51
05-03-2020,IN,Delhi,co,791,0.1,64.8,6.2,466.45
28-02-2020,IN,Delhi,co,868,0.1,38.9,7.8,189.26
29-03-2020,IN,Delhi,co,771,0.3,81.9,4.4,214.78
08-04-2020,IN,Delhi,co,855,0.2,81.2,4.4,209.3
26-05-2020,IN,Delhi,co,858,0.2,86.1,8.1,662.95
11-06-2020,IN,Delhi,co,818,0.1,83.6,7.4,439.43
09-01-2020,IN,Delhi,co,803,0.1,167,8.2,1564.18
22-01-2020,IN,Delhi,co,859,0.1,68.2,16.1,834.84
25-02-2020,IN,Delhi,co,772,0.1,42.9,10.6,488
01-07-2020,IN,Delhi,co,892,0.1,41.6,7.4,207.65
31-03-2020,IN,Delhi,co,835,0.1,81.4,4.6,352.03
02-04-2020,IN,Delhi,co,810,0.2,85.3,5,297.55
04-05-2020,IN,Delhi,co,744,0.1,82.7,6,327
08-05-2020,IN,Delhi,co,793,0.1,85.7,6.8,313.71
10-05-2020,IN,Delhi,co,786,0.1,85.7,6.4,305.13
28-01-2020,IN,Delhi,co,867,0.1,53.6,10.9,461.89
08-02-2020,IN,Delhi,co,890,0.1,71.6,10.7,468.87
30-03-2020,IN,Delhi,co,836,0.3,84.9,4.8,216.52
11-07-2020,IN,Delhi,co,856,0.1,47.9,6.3,539.92
19-02-2020,IN,Delhi,co,830,0.2,78.5,11.7,1638.41
24-03-2020,IN,Delhi,co,830,0.1,67,7.1,511.38
24-04-2020,IN,Delhi,co,755,0.1,45.4,7.5,260.16
24-06-2020,IN,Delhi,co,859,0.1,83.2,6.8,696.28
30-12-2019,IN,Delhi,co,923,0.1,61.6,19.1,1048.54
14-01-2020,IN,Delhi,co,870,0.1,151.7,10.9,634.16
20-01-2020,IN,Delhi,co,768,0.1,130.1,11.8,1557.89
06-06-2020,IN,Delhi,co,901,0.1,85,6.4,271.05
21-06-2020,IN,Delhi,co,809,0.1,85.3,7.1,357.62
27-06-2020,IN,Delhi,co,859,0.1,85.7,6.5,711.28
18-01-2020,IN,Delhi,co,795,0.1,42.1,12.5,532.13
02-03-2020,IN,Delhi,co,846,0.2,63,12.4,941.48
01-04-2020,IN,Delhi,co,809,0.1,83.6,5,387.76
17-05-2020,IN,Delhi,co,821,0.1,68.2,8.5,351.79
23-06-2020,IN,Delhi,co,824,0.1,83.7,6.4,418.57
07-01-2020,IN,Delhi,co,874,0.1,32.3,10.5,321.49
21-01-2020,IN,Delhi,co,792,0.1,69.5,16,966.89
05-04-2020,IN,Delhi,co,857,0.1,86,6.8,241.68
10-01-2020,IN,Delhi,co,851,0.1,81.3,11.1,731.39
06-05-2020,IN,Delhi,co,820,0.1,86.4,6.7,388.61
12-07-2020,IN,Delhi,co,847,0.1,82.5,5.8,521.92
28-03-2020,IN,Delhi,co,840,0.3,80.3,4.6,182.19
25-04-2020,IN,Delhi,co,781,0.1,84.2,5.2,380.56
11-05-2020,IN,Delhi,co,786,0.1,85.4,6.4,512.65
05-02-2020,IN,Delhi,co,898,0.1,63.4,11.5,521.47
17-02-2020,IN,Delhi,co,877,0.1,73.1,12.2,1055.07
21-02-2020,IN,Delhi,co,781,0.1,82.9,7.5,441.83
01-06-2020,IN,Delhi,co,872,0.1,83.9,7.4,558.97
02-06-2020,IN,Delhi,co,856,0.1,49.2,6.6,364.29
17-06-2020,IN,Delhi,co,886,0.1,85.9,6.6,742.34
22-06-2020,IN,Delhi,co,842,0.1,45.5,7.3,376.11
03-07-2020,IN,Delhi,co,894,0.1,71.6,7.8,273.14
08-01-2020,IN,Delhi,co,823,0.1,108,11.2,650.21
31-01-2020,IN,Delhi,co,904,0.1,85.5,10.4,481.54
09-02-2020,IN,Delhi,co,896,0.1,49.5,11.5,526.71
01-05-2020,IN,Delhi,co,788,0.1,84.1,6.8,321.87
26-06-2020,IN,Delhi,co,880,0.1,140.9,7.8,1018.31
04-03-2020,IN,Delhi,co,826,0.1,54.4,9.2,518.65
14-03-2020,IN,Delhi,co,815,0.2,72.4,6.5,448.8
23-04-2020,IN,Delhi,co,787,0.1,86.1,7.2,308.64
27-04-2020,IN,Delhi,co,780,0.1,81.6,5.7,595.85
14-05-2020,IN,Delhi,co,843,0.1,76.8,6.8,416.59
27-05-2020,IN,Delhi,co,879,0.1,68.1,6.6,258.13
28-05-2020,IN,Delhi,co,850,0.1,84.4,5.9,506.18
30-05-2020,IN,Delhi,co,840,0.1,86.2,5.7,957.71
15-01-2020,IN,Delhi,co,829,0.1,322.8,10.4,4556.05
16-01-2020,IN,Delhi,co,813,0.1,124.2,11.4,705.62
17-01-2020,IN,Delhi,co,796,0.1,40.8,10.2,619.82
05-06-2020,IN,Delhi,co,917,0.1,84.4,6.6,268.05
25-06-2020,IN,Delhi,co,871,0.1,83.3,7.3,454.43
11-04-2020,IN,Delhi,co,883,0.1,30.5,7.3,233.49
03-05-2020,IN,Delhi,co,755,0.1,86.2,5.8,261.34
28-06-2020,IN,Delhi,co,816,0.1,130.5,6.5,961.17
09-07-2020,IN,Delhi,co,900,0.1,85.5,7.3,286.2
18-07-2020,IN,Delhi,co,873,0.1,86.4,7.4,538.51
02-02-2020,IN,Delhi,co,859,0.1,74.2,11.1,540.03
22-03-2020,IN,Delhi,co,859,0.1,79.4,7.1,358.21
23-03-2020,IN,Delhi,co,831,0.1,44.9,7.3,313.29
19-05-2020,IN,Delhi,co,856,0.1,46.1,10.1,382.53
13-01-2020,IN,Delhi,co,796,0.1,76.1,16.3,1105.38
15-04-2020,IN,Delhi,co,760,0.1,53.6,7.5,336.37
12-05-2020,IN,Delhi,co,814,0.1,42.4,6.4,281.17
13-05-2020,IN,Delhi,co,783,0.1,85.9,7.3,405.99
23-05-2020,IN,Delhi,co,799,0.1,44.7,8.4,478.81
24-05-2020,IN,Delhi,co,839,0.1,73.3,7,349.68
15-06-2020,IN,Delhi,co,832,0.1,45.8,7.3,230.69
18-04-2020,IN,Delhi,co,716,0.1,82.9,5,373.08
19-04-2020,IN,Delhi,co,691,0.2,83.9,5.9,266.23
20-04-2020,IN,Delhi,co,722,0.1,65.6,7.5,544.34
07-05-2020,IN,Delhi,co,752,0.2,85.5,5.9,328.45
14-06-2020,IN,Delhi,co,843,0.1,35.7,8.5,293.62
03-01-2020,IN,Delhi,co,867,0.1,85.5,20.3,2912.22
12-01-2020,IN,Delhi,co,775,0.1,138.5,18.3,2888.4
03-02-2020,IN,Delhi,co,893,0.1,90.6,12.5,1520.3
18-05-2020,IN,Delhi,co,839,0.1,46.7,8.6,283.82
21-05-2020,IN,Delhi,co,863,0.1,100,7.2,854.22
29-05-2020,IN,Delhi,co,806,0.1,85.5,5.7,445.78
10-06-2020,IN,Delhi,co,898,0.1,44.6,8.1,309.34
19-06-2020,IN,Delhi,co,899,0.1,39.3,7.3,325.89
11-01-2020,IN,Delhi,co,809,0.1,73.3,11.9,1337.97
22-02-2020,IN,Delhi,co,779,0.1,86.2,8.2,1104.23
16-05-2020,IN,Delhi,co,819,0.1,44.1,7.9,367.48
09-03-2020,IN,Delhi,co,836,0.2,84.2,6.1,417.41
10-03-2020,IN,Delhi,co,844,0.3,86,7.7,495.04
16-03-2020,IN,Delhi,co,777,0.1,83.5,7.1,505.04
03-04-2020,IN,Delhi,co,822,0.1,84.4,5.1,303.11
15-07-2020,IN,Delhi,co,879,0.1,84,7.3,279.07
02-01-2020,IN,Delhi,co,888,0.1,134.1,24.3,5310.93
04-02-2020,IN,Delhi,co,890,0.1,76.4,15,1690.3
08-03-2020,IN,Delhi,co,824,0.1,35.3,10.1,376.04
12-03-2020,IN,Delhi,co,847,0.1,84.8,7.5,510.73
06-07-2020,IN,Delhi,co,842,0.1,125.3,7.4,952.18
06-01-2020,IN,Delhi,co,871,0.1,34.4,11.8,410.26
26-01-2020,IN,Delhi,co,837,0.2,77.1,15.7,1672.22
01-03-2020,IN,Delhi,co,838,0.1,84.7,7.4,882.67
16-04-2020,IN,Delhi,co,758,0.1,46.8,7.3,224.53
12-04-2020,IN,Delhi,co,842,0.2,84.2,5.5,277.05
20-06-2020,IN,Delhi,co,884,0.1,82.8,6.1,287.14
31-12-2019,IN,Delhi,co,909,0.1,158.1,12,4582.56
27-01-2020,IN,Delhi,co,842,0.1,67.8,18.6,1779.22
07-04-2020,IN,Delhi,co,797,0.2,85.4,4.6,295.88
18-02-2020,IN,Delhi,co,852,0.2,79,9.8,1514.99
03-03-2020,IN,Delhi,co,286,1.1,56.2,13.1,565.78
06-03-2020,IN,Delhi,co,787,0.1,84.2,5.9,462.84
08-06-2020,IN,Delhi,co,854,0.1,85.9,7.6,388.82
16-07-2020,IN,Delhi,co,812,0.1,83.6,7.3,348.76
04-01-2020,IN,Delhi,co,836,0.2,68.8,17.7,1331.49
25-01-2020,IN,Delhi,co,852,0.1,88.4,13.6,1306.4
16-02-2020,IN,Delhi,co,876,1.8,86.4,11.1,1237.83
19-03-2020,IN,Delhi,co,814,0.1,83.4,9.4,407.31
13-04-2020,IN,Delhi,co,825,0.1,80,7.3,319.47
14-04-2020,IN,Delhi,co,806,0.1,86.4,7.5,985.39
21-04-2020,IN,Delhi,co,723,0.2,85.9,5.8,333.04
05-05-2020,IN,Delhi,co,762,0.1,82.3,7.1,471.75
29-01-2020,IN,Delhi,co,883,0.1,51.4,10,641.06
27-02-2020,IN,Delhi,co,864,0.1,39.4,10.3,230.38
15-03-2020,IN,Delhi,co,798,0.1,33.2,7.6,244.72
13-06-2020,IN,Delhi,co,849,0.1,55.5,7.8,356.85
04-07-2020,IN,Delhi,co,848,0.1,84,7.1,227.09
13-07-2020,IN,Delhi,co,834,0.2,86.2,6,425.14
24-01-2020,IN,Delhi,co,846,0.1,80.6,9.1,774.39
07-03-2020,IN,Delhi,co,836,0.2,84.6,7,433.77
05-07-2020,IN,Delhi,co,819,0.1,85.1,6.4,296.31
23-02-2020,IN,Delhi,co,760,0.1,40.7,10,344.27
28-04-2020,IN,Delhi,co,748,0.1,44.3,6.6,181.26
22-05-2020,IN,Delhi,co,849,0.1,42.1,10,467.05
09-06-2020,IN,Delhi,co,930,0.1,46.3,8.2,287.38
16-06-2020,IN,Delhi,co,898,0.1,33.8,7.2,241.89
01-02-2020,IN,Delhi,co,894,0.1,43.4,11.5,410.39
06-02-2020,IN,Delhi,co,894,0.1,60.7,10.4,552.51
07-02-2020,IN,Delhi,co,899,0.2,66.9,13.2,618.36
10-04-2020,IN,Delhi,co,883,0.2,84.1,7.1,305.45
15-05-2020,IN,Delhi,co,792,0.1,86.1,7.1,598.8
25-05-2020,IN,Delhi,co,863,0.1,52,7.7,297.96
10-07-2020,IN,Delhi,co,911,0.1,86.1,6.4,443.59
30-01-2020,IN,Delhi,co,893,0.1,79.3,10,438.26
11-02-2020,IN,Delhi,co,858,0.2,68.6,15,1209.54
13-03-2020,IN,Delhi,co,810,0.1,49.8,6.7,246.46
20-03-2020,IN,Delhi,co,848,0.1,65.9,9.5,805.6
30-04-2020,IN,Delhi,co,760,0.1,84.7,6.6,281.82
31-05-2020,IN,Delhi,co,811,0.1,96.7,5.5,746.5
07-06-2020,IN,Delhi,co,914,0.1,84.2,6.7,291.83
18-06-2020,IN,Delhi,co,772,0.1,84.6,6.6,386.95
19-01-2020,IN,Delhi,co,779,0.1,85.9,9.5,539.94
10-02-2020,IN,Delhi,co,901,0.1,88.2,13.6,1536.23
11-03-2020,IN,Delhi,co,846,0.1,85.8,7,369.34
07-07-2020,IN,Delhi,co,920,0.1,82.6,5.7,267.76
14-07-2020,IN,Delhi,co,853,0.4,85.8,7.1,460.05
17-07-2020,IN,Delhi,co,851,0.1,96.6,7.7,720.81
